BASE : 15,34719678313253
ADNWW : не число
ADERW : не число
ACRS : 10,599991975903622
ACRX : 1,255261044176707
ACT : 25,461965845381517
ADAP : 1,2447670682730918
ADBE : 423,68676736746977
ADES : 2,1672690763052214
ADI : 178,57196780722902
ADIL : 6,654136546184738
ADMA : 3,5908875502008026
ADMP : 6,688318469879525
ADN : 1,1225742971887562
ADOC : 10,920877510040153
ADOCR : не число
ADOCW : не число
ADP : 232,94160661244968
ADPT : 7,395857429718878
ADSE : 4,820295180722893
ADSEW : не число
ADSK : 204,4977307891568
ADTH : 1,5374096385542175
ADTHW : не число
ADTN : 12,769016062248992
ADTX : 34,123813375502
ADUS : 96,29961839357428
ADV : 2,2757510040160644
ADVM : 1,089500000000001
ADXN : 15,38428912650603
AEAE : 10,355269076305234
AEHL : 7,481586345381528
AEHR : 34,87339357028111
AEI : 2,009206827309236
AEIS : 98,10757033734946
AEMD : 3,673293172690761
AEP : 86,87363452610441
AEY : 0,9628514056224898
AEYE : 5,399899598393571
AEZS : 2,9647188755020126
AFBI : 14,17499196586346
AFCG : 13,554672684738946
AFIB : 0,8905341365461843
AFMD : 0,9021104417670682
AFRM : 14,735198825301195
AFYA : 14,078096375502005
AGBAW : не число
AGEN : 1,7740020160642578
AGFY : 6,529668684738958
AGIL : 2,106259036144577
AGILW : не число
AGIO : 26,0082529939759
AGLE : 11,357869477911647
AGMH : 1,7389879518072295
AGNC : 9,932429718875499
AGNCM : 21,856955839357415
AGNCN : 25,043945736947794
AGNCO : 21,985088289156632
AGNCP : 20,604811275100396
AGRI : 29,762833317269084
AGRIW : не число
AGRX : 6,930815261044181
AGYS : 73,90710834337345
AHCO : 14,356355421686747
AHG : 0,5228012048192772
AHI : 2,490238955823293
AIH : 1,1044096385542161
AIHS : 0,7405401606425702
AIP : 5,642829317269077
AIRG : 5,7224417670682755
AIRS : 6,209566265060238
AKBA : 0,8967590361445783
AKYA : 7,936050200803216
ALDX : 7,31753815261044
AKU : 0,5826619879518077
AKAM : 90,39064241365466
AIRTP : 21,637487857429722
AKRO : 43,17022495582327
AKTS : 2,6789477911646578
AKTX : 5,782514056224895
AIRT : 23,617369463855418
ALCO : 25,45313252409637
ALEC : 7,254548192771082
ALF : 0,04293586345381512
ALGM : 37,89725703212852
ALGN : 294,511867248996
ALGS : 1,0959337349397598
ALGT : 92,7043775883534
ALHC : 8,06413855421687
ALIM : 2,8252188755020082
ALKS : 28,058634504016073
ALKT : 15,069971891566263
ALLR : 162,59303612048194
ALLO : 5,651626506024094
ALLK : 5,000803212851404
ALORW : не число
ALNY : 199,97606449397608
ALLT : 2,8794979919678716
ALOR : 10,499556224899589
ALT : 6,754724895582329
ALRN : 1,9075040160642573
ALSAU : 10,683734939759034
ALTUW : 0,05422690763052215
ALRM : 52,527379548192776
ALSA : 10,613781124498011
ALPP : 3,0269839357429724
ALPN : 9,334204819277108
ALTO : 3,026827309236946
ALTUU : 10,031907630522099
ALTR : 62,721590379518084
ALTU : 10,049104417670668
ALVR : 4,3781184738955865
ALRS : 18,95865465261044
AMAOU : 10,340919678714863
AMBA : 73,33943777510042
AMAT : 125,02106448594373
ALYA : 1,7690963855421677
ALXO : 7,3261184738955825
AMD : 94,1234337389558
ALZN : 8,205385552208835
AMAO : 10,280062248995987
AMAL : 19,483895562249003
ALOT : 13,525461843373495
AMEH : 33,664638451807235
AMCX : 15,31341365863454
AMLX : 27,911132514056227
AMPG : 2,355512048192772
AMPGW : 0,3668152610441774
AMGN : 250,67658652610422
AMNB : 34,46445790160645
AMRK : 34,31240565863454
AMRN : 1,2906224899598384
AMED : 87,47489972690765
AMPH : 41,854678678714876
AMSF : 52,74736946987954
AMPL : 11,915425706827307
AMSC : 5,769638556224899
AMTB : 22,165040154618456
AMTX : 4,618700803212853
AMKR : 25,606224917670687
AMWD : 61,88925701606427
AMZN : 112,6302611646586
AMTI : 0,4319518072289155
ANAB : 22,050594345381505
ANEB : 2,7041626506024103
ANDE : 43,284457895582314
ANIK : 25,7416867309237
ANIX : 3,9766064257028098
ANGO : 10,375963855421686
ANTE : 1,3875702811244999
ANNX : 4,26444578313253
ANIP : 47,724236969879506
AMST : 3,347419678714859
ANGI : 2,5550803212851414
AMSWA : 12,66096386144578
ANSS : 293,75841375502
ANY : 2,237166666666666
ANZUW : не число
APCXW : не число
AOUT : 9,2959297188755
AOSL : 29,40114463654618
AOGOU : 10,544046184738942
APAC : 10,66108232931727
APCX : 2,1956184738955824
APP : 22,98936545582329
APA : 39,996566253012084
APDN : 1,3183534136546184
APLS : 58,86056234337349
APLT : 1,361030120481928
APM : 3,3777088353413665
APRE : 5,399042168674699
APEI : 7,709136546184736
API : 3,2922469879518053
APTMU : 10,309093975903604
APPN : 42,27748191365464
APPF : 147,11721908835344
APPS : 11,29311247389558
APOG : 45,17803222088358
APTO : 2,003172690763053
AQB : 10,436730917670674
AQMS : 1,06774297188755
APXIW : не число
APYX : 3,7408995983935736
AQST : 1,3860983935742972
APXI : 10,602819277108425
ARAV : 1,2702730923694772
APXIU : 10,617196787148588
APVO : 1,5975461847389554
ARBK : 1,3096787148594384
APTX : 0,1812813052208836
APWC : 1,5410642570281126
ARAY : 2,961425702811245
ARBE : 3,069726907630522
ARBKL : 5,522186746987952
ARBEW : не число
ARCT : 23,904076313253015
ARDS : 0,4345028112449802
ARCB : 92,60323271485944
ARCE : 12,55901606425703
ARIZR : не число
AREC : 1,5286987951807236
ARHS : 9,979012048192764
ARDX : 3,492965863453816
ARKO : 8,153010040160636
ARGX : 418,42072459036143
ARIZW : не число
AREB : 3,514026104417669
ARIZ : 10,428616465863431
ARKOW : не число
ARCC : 18,95885538755019
ARRW : 10,28764056224899
AROW : 24,68761042369477
ARKR : 17,67431724899598
ARLP : 20,497028120481936
ARQQW : 0,4634939759036167
ARRY : 20,910379558232933
ARQQ : 2,102803212851405
ARTE : 10,416174698795182
ARTLW : не число
ARTL : 2,2344558232931733
ARQT : 11,465267056224892
ARYD : 10,42776305220884
ARVL : 7,459622485943779
ARWR : 31,650052220883524
ARVN : 28,26056219879519
ASLN : 2,879180722891567
ASMB : 1,1432530120481927
ARTNA : 51,26740963453817
ASML : 641,8807434257027
ASO : 54,47742170481928
ARTW : 2,338514056224898
ASPU : 0,19341130522088357
ASPA : 11,088645963855416
ASPS : 6,332469893574298
ASLE : 15,967626508032117
ASRT : 4,506666666666667
ASTLW : не число
ASPAU : 10,944787953815236
ASND : 100,73784743574303
ASRV : 3,2776706827309257
ASTL : 7,191885542168675
ASTC : 11,11955823293173
ASTSW : не число
ASTR : 5,794018072289161
ASTS : 4,913497991967869
ASTE : 43,886987911646564
ASUR : 11,398574297188757
ASYS : 9,057269076305213
ATHA : 2,8002590361445776
ATHE : 3,03305220883534
ATEC : 14,012670674698795
ATAI : 1,8962208835341372
ATER : 0,737319277108434
ATNFW : не число
ATLC : 31,7038554558233
ATIF : 1,7331887550200815
ATLCL : 22,04539360843373
ATLCP : 19,851279100401605
ATNF : 2,309678714859439
ATCOL : 23,665236941767063
ATEX : 32,41195585943777
ATNI : 39,81600400000001
ATHX : 0,842117751004016
ATLO : 20,235642532128512
ATOS : 0,806947791164659
ATRA : 2,750056224899596
ATOM : 7,263933734939762
ATRC : 44,47267066265061
ATSG : 22,086204865461838
ATXI : 1,0957530120481924
ATRO : 14,878032120481933
ATXS : 10,58672690963856
ATRI : 559,3230709678712
AUDC : 13,030080345381522
AUROW : не число
AUID : 5,965875502008034
AUPH : 8,707921686746992
AURA : 10,69664658634537
AUGX : 3,138662650602407
AUBN : 22,409096391566266
AUBAP : 22,165193967871502
AUB : 31,868453813253026
AUR : 1,9678273092369487
AVAH : 1,245859437751004
AUTL : 2,379724899598395
AUVI : 2,9061024096385553
AUUD : 0,6897650602409634
AUVIP : 14,077263038152607
AVGR : 11,98417668473895
AVAV : 96,90650614257027
AVDL : 10,8407228935743
AVGO : 709,9915054939761
AVHI : 10,544469879518056
AVPTW : не число
AVHIU : 10,468293172690725
AVDX : 9,499431726907636
AVIR : 3,821614457831323
AVNW : 31,77162645180724
AVRO : 1,1668473895582332
AVO : 11,76647990763052
AVPT : 5,401817269076303
AVID : 27,125261006024093
AVTE : 18,790598369477895
AVT : 45,41626508835335
AVTX : 2,4296907630522107
AXNX : 57,03307219477918
AWH : 5,023052208835342
AVXL : 8,767251004016073
AXDX : 7,0203212851405645
AY : 24,764863465863453
AWRE : 1,6312048192771087
AXON : 197,6523095281125
AXGN : 8,438092369477909
AXSM : 70,47523291164657
AXTI : 3,6981927710843387
AYRO : 4,496164658634541
AXLA : 11,337961855421682
AZPN : 197,97001972891567
AZ : 1,6762429718875504
AYTU : 2,5633333333333352
BAND : 16,021445773092356
BASE : 15,34719678313253
AZTA : 49,34036151606426
BANX : 17,334417702811237
BAFN : 14,88629716666667
BANF : 88,9356627188755
BANR : 52,684498076305246
AZN : 68,85343375100405
BAOS : 5,811728913654622
AZYO : 2,8998088353413674
BBGI : 0,9895783132530122
BBCP : 7,40212248995984
BBIG : 5,673755016064256
BATRA : 37,65731122690765
BATRK : 35,71101402008033
BBLGW : 1,846809236947791
BBIO : 17,64942772289157
BBQ : 17,239999999999892
BBSI : 91,32769082530125
BBLG : 5,122622489959836
